Vardas                Pavardė             ND1             ND2             ND3             ND4             ND5             ND6             ND7             ND8             ND9             ND10           Egz.
Vardas7842           Pavarde7842           9              1              0              1              9              6              0              10             5              2              5              
Vardas7843           Pavarde7843           9              4              1              4              8              7              0              2              0              6              0              
Vardas7844           Pavarde7844           7              1              0              1              6              9              3              9              6              7              10             
Vardas7845           Pavarde7845           2              1              3              8              7              2              6              9              4              1              2              
Vardas7846           Pavarde7846           6              3              5              4              10             0              7              2              6              10             0              
Vardas7847           Pavarde7847           9              1              5              1              6              3              9              9              10             9              1              
Vardas7848           Pavarde7848           8              10             1              4              2              6              7              0              2              6              7              
Vardas7849           Pavarde7849           0              6              3              0              1              1              2              1              9              6              9              
Vardas7850           Pavarde7850           10             10             9              1              3              0              5              0              7              1              7              
Vardas7851           Pavarde7851           10             7              3              9              0              7              0              0              6              8              7              
Vardas7852           Pavarde7852           4              10             10             6              10             2              8              10             2              3              8              
Vardas7853           Pavarde7853           0              3              1              7              6              9              1              9              6              2              10             
Vardas7854           Pavarde7854           8              0              4              10             3              0              8              0              1              4              4              
Vardas7855           Pavarde7855           7              3              0              6              5              6              4              0              0              3              0              
Vardas7856           Pavarde7856           0              1              1              0              5              6              8              2              4              5              2              
Vardas7857           Pavarde7857           4              6              3              9              5              0              3              1              1              5              8              
Vardas7858           Pavarde7858           9              7              10             4              9              4              1              9              0              4              0              
Vardas7859           Pavarde7859           10             10             8              6              10             3              6              10             9              3              4              
Vardas7860           Pavarde7860           5              4              2              10             0              1              0              2              5              7              6              
Vardas7861           Pavarde7861           1              0              4              2              4              0              0              7              4              10             1              
Vardas7862           Pavarde7862           9              1              8              0              3              0              10             8              7              3              9              
Vardas7863           Pavarde7863           9              8              8              1              8              8              1              4              3              3              5              
Vardas7864           Pavarde7864           4              3              7              7              5              0              2              8              5              2              4              
Vardas7865           Pavarde7865           10             2              6              8              1              5              0              2              0              2              3              
Vardas7866           Pavarde7866           3              6              5              7              0              8              1              2              10             7              6              
Vardas7867           Pavarde7867           8              8              1              0              6              6              7              5              10             5              4              
Vardas7868           Pavarde7868           9              9              4              9              7              9              2              5              9              3              9              
Vardas7869           Pavarde7869           8              10             5              1              6              10             5              7              0              0              7              
Vardas7870           Pavarde7870           1              8              7              0              4              1              4              2              6              4              1              
Vardas7871           Pavarde7871           8              2              4              10             9              9              0              10             9              3              6              
Vardas7872           Pavarde7872           5              8              0              2              4              7              5              9              6              3              0              
Vardas7873           Pavarde7873           2              2              3              6              4              6              1              2              10             7              7              
Vardas7874           Pavarde7874           5              4              4              0              0              8              1              1              8              8              9              
Vardas7875           Pavarde7875           4              1              3              4              6              3              5              5              7              1              9              
Vardas7876           Pavarde7876           0              8              0              5              4              7              6              10             10             1              2              
Vardas7877           Pavarde7877           7              8              1              10             10             7              3              8              0              10             0              
Vardas7878           Pavarde7878           3              10             6              6              5              0              1              0              8              2              9              
Vardas7879           Pavarde7879           0              10             1              7              1              5              6              1              10             2              3              
Vardas7880           Pavarde7880           1              8              9              3              9              2              1              0              7              7              4              
Vardas7881           Pavarde7881           3              2              8              10             4              8              0              7              2              2              9              
Vardas7882           Pavarde7882           3              7              6              4              10             5              5              6              10             6              1              
Vardas7883           Pavarde7883           5              5              6              0              4              6              7              3              10             4              2              
Vardas7884           Pavarde7884           3              9              1              10             6              4              8              1              7              9              5              
Vardas7885           Pavarde7885           9              2              2              2              4              3              0              5              0              3              10             
Vardas7886           Pavarde7886           4              2              1              5              5              9              10             0              10             8              2              
Vardas7887           Pavarde7887           9              8              7              6              1              0              2              8              7              10             3              
Vardas7888           Pavarde7888           7              3              2              5              8              7              4              1              5              1              7              
Vardas7889           Pavarde7889           9              2              5              5              2              3              2              1              8              8              3              
Vardas7890           Pavarde7890           6              7              9              10             2              7              2              1              10             5              0              
Vardas7891           Pavarde7891           8              9              6              8              0              3              3              2              3              9              0              
Vardas7892           Pavarde7892           4              5              5              6              8              5              9              10             5              9              8              
Vardas7893           Pavarde7893           1              9              4              2              2              4              5              8              4              3              1              
Vardas7894           Pavarde7894           7              8              5              3              6              1              8              7              4              0              1              
Vardas7895           Pavarde7895           4              4              0              6              2              0              8              9              5              8              2              
Vardas7896           Pavarde7896           3              6              5              7              2              6              9              4              4              1              0              
Vardas7897           Pavarde7897           0              0              2              5              0              9              7              0              5              7              6              
Vardas7898           Pavarde7898           9              0              2              1              6              5              4              3              3              2              3              
Vardas7899           Pavarde7899           6              1              5              1              9              10             6              1              7              10             2              
Vardas7900           Pavarde7900           6              5              0              4              8              7              10             9              7              6              2              
Vardas7901           Pavarde7901           2              4              10             5              2              1              1              4              9              8              3              
Vardas7902           Pavarde7902           4              1              10             3              10             4              3              5              0              6              4              
Vardas7903           Pavarde7903           4              7              4              4              7              5              8              9              7              5              5              
Vardas7904           Pavarde7904           7              8              4              6              6              7              3              1              2              9              7              
Vardas7905           Pavarde7905           6              4              9              2              9              1              6              1              4              0              2              
Vardas7906           Pavarde7906           7              10             3              8              2              6              7              5              9              3              10             
Vardas7907           Pavarde7907           6              1              4              2              2              1              10             3              6              3              6              
Vardas7908           Pavarde7908           2              5              0              8              8              3              3              1              8              0              5              
Vardas7909           Pavarde7909           6              7              3              0              1              4              7              4              10             1              2              
Vardas7910           Pavarde7910           7              1              9              6              9              10             9              5              5              5              0              
Vardas7911           Pavarde7911           4              3              5              3              3              7              8              0              10             10             4              
Vardas7912           Pavarde7912           6              2              7              1              4              8              2              4              10             0              4              
Vardas7913           Pavarde7913           9              9              9              8              10             2              1              7              4              5              1              
Vardas7914           Pavarde7914           9              9              7              4              0              6              6              4              1              0              8              
Vardas7915           Pavarde7915           8              9              6              8              1              10             6              0              4              1              10             
Vardas7916           Pavarde7916           9              1              10             2              3              1              2              6              10             10             5              
Vardas7917           Pavarde7917           7              2              2              6              0              8              10             6              6              8              1              
Vardas7918           Pavarde7918           3              2              8              2              4              8              7              1              9              5              7              
Vardas7919           Pavarde7919           6              9              1              2              5              4              6              6              8              3              1              
Vardas7920           Pavarde7920           1              1              8              5              4              2              10             7              4              3              7              
Vardas7921           Pavarde7921           2              2              7              9              10             5              1              1              4              10             6              
Vardas7922           Pavarde7922           0              9              1              3              1              7              3              9              3              8              4              
Vardas7923           Pavarde7923           0              1              6              7              0              9              8              10             6              4              5              
Vardas7924           Pavarde7924           4              7              4              4              1              9              0              8              8              10             7              
Vardas7925           Pavarde7925           8              9              0              2              5              8              9              4              4              2              4              
Vardas7926           Pavarde7926           4              8              8              9              3              2              0              5              5              10             2              
Vardas7927           Pavarde7927           8              10             1              1              10             10             4              1              3              9              7              
Vardas7928           Pavarde7928           2              5              5              8              4              8              3              8              1              3              8              
Vardas7929           Pavarde7929           3              5              10             9              9              3              8              0              7              2              5              
Vardas7930           Pavarde7930           8              3              7              4              2              9              1              0              6              10             2              
Vardas7931           Pavarde7931           10             8              9              0              10             6              4              8              4              3              4              
Vardas7932           Pavarde7932           2              4              8              8              4              5              0              3              1              5              4              
Vardas7933           Pavarde7933           0              6              1              7              10             3              0              0              1              1              1              
Vardas7934           Pavarde7934           4              3              5              6              0              0              6              0              4              0              1              
Vardas7935           Pavarde7935           8              1              1              6              0              4              6              7              3              6              1              
Vardas7936           Pavarde7936           9              1              7              8              10             0              9              2              1              2              0              
Vardas7937           Pavarde7937           4              7              2              5              4              7              10             9              10             4              4              
Vardas7938           Pavarde7938           8              8              1              2              8              4              10             7              6              6              2              
Vardas7939           Pavarde7939           3              3              5              4              5              0              0              0              5              5              1              
Vardas7940           Pavarde7940           0              7              6              9              1              5              6              6              7              10             5              
Vardas7941           Pavarde7941           8              0              3              0              7              2              6              0              5              2              4              
Vardas7942           Pavarde7942           0              5              7              1              1              10             10             4              0              6              1              
Vardas7943           Pavarde7943           3              2              7              9              2              3              6              8              10             3              5              
Vardas7944           Pavarde7944           1              3              6              4              7              6              6              0              2              1              4              
Vardas7945           Pavarde7945           4              7              3              7              9              7              5              0              5              8              0              
Vardas7946           Pavarde7946           6              2              9              2              7              0              4              0              1              6              1              
Vardas7947           Pavarde7947           10             0              4              9              2              7              1              4              5              10             6              
Vardas7948           Pavarde7948           7              2              9              8              5              10             8              10             7              2              1              
Vardas7949           Pavarde7949           4              1              1              5              6              1              10             4              9              9              10             
Vardas7950           Pavarde7950           3              6              9              1              4              5              6              7              7              9              2              
Vardas7951           Pavarde7951           1              3              7              10             1              10             9              0              8              6              7              
Vardas7952           Pavarde7952           5              3              6              8              9              4              4              3              5              7              4              
Vardas7953           Pavarde7953           2              0              1              7              6              0              1              3              5              4              3              
Vardas7954           Pavarde7954           0              5              9              9              6              6              3              2              3              7              1              
Vardas7955           Pavarde7955           1              9              8              8              5              8              1              7              0              3              8              
Vardas7956           Pavarde7956           2              2              0              9              0              9              0              8              3              6              9              
Vardas7957           Pavarde7957           4              6              9              1              6              7              3              3              10             5              1              
Vardas7958           Pavarde7958           2              3              8              10             9              5              0              5              2              6              1              
Vardas7959           Pavarde7959           4              5              3              4              1              1              0              3              1              3              9              
Vardas7960           Pavarde7960           10             6              3              8              1              10             1              2              2              5              2              
Vardas7961           Pavarde7961           0              8              3              0              5              2              9              0              1              4              7              
Vardas7962           Pavarde7962           3              7              5              2              9              6              6              1              9              3              7              
Vardas7963           Pavarde7963           1              9              4              0              10             8              4              6              6              6              6              
Vardas7964           Pavarde7964           7              3              5              4              8              10             0              6              5              2              4              
Vardas7965           Pavarde7965           10             9              1              1              10             6              10             2              2              8              2              
Vardas7966           Pavarde7966           3              5              7              1              8              8              5              8              0              9              1              
Vardas7967           Pavarde7967           5              8              5              8              8              4              0              3              6              10             1              
Vardas7968           Pavarde7968           10             1              4              0              6              0              1              6              2              5              4              
Vardas7969           Pavarde7969           7              5              10             6              5              10             1              5              0              3              9              
Vardas7970           Pavarde7970           8              3              10             6              0              10             0              3              1              0              4              
Vardas7971           Pavarde7971           10             10             10             5              7              9              8              2              9              9              8              
Vardas7972           Pavarde7972           6              0              10             9              4              8              9              2              3              4              8              
Vardas7973           Pavarde7973           5              1              2              5              0              7              4              7              5              4              5              
Vardas7974           Pavarde7974           6              2              8              6              3              7              0              5              9              5              10             
Vardas7975           Pavarde7975           1              2              2              3              3              2              3              4              8              10             6              
Vardas7976           Pavarde7976           7              8              3              5              6              4              4              9              6              10             2              
Vardas7977           Pavarde7977           0              4              2              5              8              3              4              4              9              2              2              
Vardas7978           Pavarde7978           9              0              2              1              7              10             3              4              4              4              10             
Vardas7979           Pavarde7979           2              7              5              6              0              6              1              3              10             8              9              
Vardas7980           Pavarde7980           9              2              3              1              2              8              6              3              5              10             0              
Vardas7981           Pavarde7981           3              2              0              9              3              9              2              7              7              5              9              
Vardas7982           Pavarde7982           7              6              5              2              2              0              6              5              0              5              1              
Vardas7983           Pavarde7983           4              0              4              6              0              8              9              3              6              7              8              
Vardas7984           Pavarde7984           4              5              9              9              9              0              0              5              0              1              7              
Vardas7985           Pavarde7985           4              7              1              7              7              4              2              8              2              10             10             
Vardas7986           Pavarde7986           9              10             9              8              8              4              6              4              5              0              10             
Vardas7987           Pavarde7987           8              10             1              1              5              10             7              0              7              8              8              
Vardas7988           Pavarde7988           10             8              6              5              4              9              1              7              4              1              6              
Vardas7989           Pavarde7989           4              2              4              8              5              9              4              7              3              0              10             
Vardas7990           Pavarde7990           7              6              2              5              10             8              7              10             3              7              6              
Vardas7991           Pavarde7991           9              3              1              4              5              3              7              0              6              3              5              
Vardas7992           Pavarde7992           8              6              7              5              1              5              7              9              10             0              1              
Vardas7993           Pavarde7993           5              10             9              7              2              5              10             4              1              0              0              
Vardas7994           Pavarde7994           2              8              8              9              9              1              6              6              8              5              9              
Vardas7995           Pavarde7995           10             10             3              7              4              4              7              1              0              1              7              
Vardas7996           Pavarde7996           4              7              4              4              5              9              10             9              4              8              5              
Vardas7997           Pavarde7997           5              8              5              9              5              3              8              9              1              5              9              
Vardas7998           Pavarde7998           10             4              5              6              8              0              6              0              4              4              2              
Vardas7999           Pavarde7999           4              10             7              6              4              7              3              6              4              7              4              
Vardas8000           Pavarde8000           0              1              1              3              8              5              1              1              4              7              2              
Vardas8001           Pavarde8001           10             1              9              4              8              1              1              10             3              10             7              
Vardas8002           Pavarde8002           3              6              5              4              10             5              5              2              8              3              9              
Vardas8003           Pavarde8003           9              4              9              6              8              10             5              6              7              3              2              
Vardas8004           Pavarde8004           7              8              5              9              7              6              1              7              5              7              4              
Vardas8005           Pavarde8005           8              0              3              8              5              7              9              7              9              10             4              
Vardas8006           Pavarde8006           3              6              10             2              3              2              1              2              3              0              3              
Vardas8007           Pavarde8007           6              1              9              9              9              0              9              0              5              6              4              
Vardas8008           Pavarde8008           6              8              7              9              8              9              6              1              9              1              8              
Vardas8009           Pavarde8009           1              0              3              5              7              4              1              5              8              5              5              
Vardas8010           Pavarde8010           7              6              0              2              9              3              6              8              2              10             0              
Vardas8011           Pavarde8011           7              5              6              0              5              1              2              3              0              7              9              
Vardas8012           Pavarde8012           10             6              8              3              6              2              5              1              0              2              10             
Vardas8013           Pavarde8013           2              9              6              7              9              6              6              3              0              10             6              
Vardas8014           Pavarde8014           8              6              3              4              6              7              3              9              10             10             0              
Vardas8015           Pavarde8015           0              4              8              10             10             9              3              1              0              5              1              
Vardas8016           Pavarde8016           2              4              2              6              8              7              5              6              7              0              6              
Vardas8017           Pavarde8017           2              7              2              9              10             1              2              4              0              7              6              
Vardas8018           Pavarde8018           4              9              8              9              1              5              3              9              1              1              7              
Vardas8019           Pavarde8019           7              0              1              2              0              3              9              10             9              6              7              
Vardas8020           Pavarde8020           7              3              8              1              6              3              2              10             5              8              7              
Vardas8021           Pavarde8021           7              9              6              2              0              3              2              2              5              3              8              
Vardas8022           Pavarde8022           4              5              10             2              5              4              7              5              7              7              1              
Vardas8023           Pavarde8023           8              10             6              9              10             0              6              5              3              6              0              
Vardas8024           Pavarde8024           6              6              8              6              0              4              10             8              2              5              0              
Vardas8025           Pavarde8025           0              10             7              3              10             3              10             8              4              6              6              
Vardas8026           Pavarde8026           0              4              4              1              5              10             2              8              10             4              2              
Vardas8027           Pavarde8027           1              5              6              3              0              2              1              6              10             0              9              
Vardas8028           Pavarde8028           4              1              4              6              1              7              7              7              10             9              0              
Vardas8029           Pavarde8029           1              1              2              3              9              6              8              0              6              9              5              
Vardas8030           Pavarde8030           10             3              7              4              9              7              6              4              10             1              10             
Vardas8031           Pavarde8031           4              5              10             2              5              7              6              9              7              1              9              
Vardas8032           Pavarde8032           0              1              9              3              6              7              9              6              10             2              0              
Vardas8033           Pavarde8033           10             5              8              2              10             4              8              8              10             1              7              
Vardas8034           Pavarde8034           2              5              0              6              7              0              4              5              1              4              9              
Vardas8035           Pavarde8035           8              9              7              2              4              5              3              5              3              6              2              
Vardas8036           Pavarde8036           6              10             3              2              7              10             6              6              8              8              1              
Vardas8037           Pavarde8037           2              10             3              3              10             2              10             1              0              10             0              
Vardas8038           Pavarde8038           3              5              3              2              3              0              7              10             10             7              10             
Vardas8039           Pavarde8039           2              3              4              6              1              10             6              6              2              4              9              
Vardas8040           Pavarde8040           5              1              8              7              7              0              3              7              9              2              8              
Vardas8041           Pavarde8041           8              4              7              10             10             5              1              3              3              4              2              
Vardas8042           Pavarde8042           9              8              0              8              5              9              3              9              1              6              8              
Vardas8043           Pavarde8043           6              6              9              3              4              1              1              0              3              0              10             
Vardas8044           Pavarde8044           5              3              5              0              9              5              1              4              9              5              8              
Vardas8045           Pavarde8045           5              2              3              9              10             0              2              5              1              4              0              
Vardas8046           Pavarde8046           5              4              0              7              6              3              8              4              3              0              1              
Vardas8047           Pavarde8047           9              1              6              1              0              1              3              6              5              1              2              
Vardas8048           Pavarde8048           2              2              8              9              10             9              10             4              3              10             10             
Vardas8049           Pavarde8049           3              4              7              7              7              5              0              7              6              5              1              
Vardas8050           Pavarde8050           5              10             8              1              5              9              5              1              4              8              6              
Vardas8051           Pavarde8051           3              6              8              6              10             8              4              6              5              10             4              
Vardas8052           Pavarde8052           7              0              0              3              4              3              1              9              4              10             5              
Vardas8053           Pavarde8053           1              9              10             3              10             1              8              3              7              10             9              
Vardas8054           Pavarde8054           9              8              7              9              7              5              10             5              2              2              1              
Vardas8055           Pavarde8055           9              4              9              6              9              6              1              2              6              10             8              
Vardas8056           Pavarde8056           0              4              7              0              5              2              4              1              5              5              3              
Vardas8057           Pavarde8057           3              9              6              3              9              4              4              8              9              6              2              
